"type=image
",
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/91.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/87.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/82.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/84.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/89.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/79.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/81.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/94.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/014/88.jpg,12
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/93.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/92.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/77.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/76.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/90.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/95.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/99.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/96.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/78.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/85.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/80.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/86.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/83.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/97.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/100.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/98.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/91.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/87.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/82.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/84.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/89.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/79.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/81.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/94.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/004/88.jpg,13
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/93.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/92.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/77.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/76.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/90.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/95.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/99.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/96.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/78.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/85.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/80.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/86.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/83.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/97.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/100.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/98.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/91.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/87.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/82.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/84.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/89.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/79.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/81.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/94.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/006/88.jpg,14
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/93.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/92.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/77.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/76.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/90.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/95.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/99.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/96.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/78.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/85.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/80.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/86.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/83.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/97.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/100.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/98.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/91.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/87.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/82.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/84.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/89.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/79.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/81.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/94.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/016/88.jpg,15
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/93.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/92.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/77.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/76.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/90.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/95.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/99.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/96.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/78.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/85.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/80.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/86.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/83.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/97.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/100.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/98.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/91.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/87.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/82.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/84.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/89.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/79.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/81.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/94.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/024/88.jpg,16
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/93.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/92.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/77.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/76.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/90.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/95.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/99.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/96.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/78.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/85.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/80.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/86.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/83.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/97.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/100.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/98.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/91.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/87.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/82.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/84.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/89.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/79.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/81.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/94.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/017/88.jpg,17
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/93.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/92.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/77.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/76.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/90.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/95.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/99.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/96.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/78.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/85.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/80.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/86.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/83.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/97.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/100.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/98.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/91.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/87.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/82.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/84.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/89.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/79.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/81.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/94.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/018/88.jpg,18
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/93.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/92.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/77.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/76.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/90.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/95.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/99.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/96.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/78.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/85.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/80.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/86.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/83.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/97.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/100.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/98.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/91.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/87.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/82.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/84.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/89.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/79.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/81.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/94.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/009/88.jpg,19
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/93.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/92.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/77.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/76.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/90.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/95.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/99.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/96.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/78.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/85.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/80.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/86.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/83.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/97.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/100.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/98.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/91.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/87.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/82.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/84.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/89.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/79.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/81.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/94.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/011/88.jpg,20
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/93.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/92.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/77.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/76.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/90.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/95.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/99.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/96.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/78.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/85.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/80.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/86.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/83.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/97.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/100.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/98.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/91.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/87.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/82.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/84.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/89.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/79.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/81.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/94.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/028/88.jpg,21
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/93.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/92.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/77.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/76.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/90.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/95.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/99.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/96.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/78.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/85.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/80.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/86.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/83.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/97.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/100.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/98.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/91.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/87.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/82.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/84.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/89.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/79.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/81.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/94.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/023/88.jpg,22
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/93.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/92.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/77.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/76.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/90.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/95.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/99.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/96.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/78.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/85.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/80.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/86.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/83.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/97.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/100.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/98.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/91.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/87.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/82.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/84.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/89.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/79.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/81.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/94.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/007/88.jpg,23
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/93.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/92.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/77.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/76.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/90.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/95.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/99.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/96.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/78.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/85.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/80.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/86.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/83.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/97.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/100.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/98.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/91.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/87.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/82.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/84.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/89.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/79.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/81.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/94.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/030/88.jpg,24
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/003/93.jpg,25
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/003/92.jpg,25
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/003/77.jpg,25
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/003/76.jpg,25
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/003/90.jpg,25
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/003/95.jpg,25
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/003/99.jpg,25
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/003/96.jpg,25
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/validation/003/78.jpg,25
